,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casualPrice,registeredPrice,totalPrice
14985,14986,,3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,113,299,412,565,897,1462
14986,14987,,3,1,9,15,0,5,1,1,0.7,0.6515,0.54,0.2239,90,333,423,450,999,1449
14987,14988,,3,1,9,16,0,5,1,1,0.7,0.6515,0.54,0.194,103,464,567,515,1392,1907
14988,14989,,3,1,9,17,0,5,1,1,0.68,0.6364,0.57,0.2836,107,739,846,535,2217,2752
14989,14990,,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,106,699,805,530,2097,2627
14990,14991,,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588,475,1479,1954
14991,14992,,3,1,9,20,0,5,1,1,0.62,0.6061,0.69,0.194,54,315,369,270,945,1215
14992,14993,,3,1,9,21,0,5,1,1,0.6,0.5909,0.73,0.2537,46,266,312,230,798,1028
14993,14994,,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295,235,744,979
14994,14995,,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186,115,489,604
14995,14996,,3,1,9,0,0,6,0,1,0.6,0.5909,0.73,0.2836,32,140,172,160,420,580
14996,14997,,3,1,9,1,0,6,0,1,0.58,0.5455,0.83,0.2985,18,106,124,90,318,408
14997,14998,,3,1,9,2,0,6,0,1,0.56,0.5303,0.88,0.2537,10,73,83,50,219,269
14998,14999,,3,1,9,3,0,6,0,1,0.56,0.5303,0.83,0.2836,6,39,45,30,117,147
14999,15000,,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,5,10,15,25,30,55
15000,15001,,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17,10,45,55
15001,15002,,3,1,9,6,0,6,0,1,0.56,0.5303,0.83,0.2985,6,35,41,30,105,135
15002,15003,,3,1,9,7,0,6,0,1,0.58,0.5455,0.78,0.2537,7,70,77,35,210,245
15003,15004,,3,1,9,8,0,6,0,1,0.6,0.5909,0.73,0.2985,21,197,218,105,591,696
15004,15005,,3,1,9,9,0,6,0,1,0.64,0.6061,0.69,0.2537,88,289,377,440,867,1307
15005,15006,,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474,620,1050,1670
15006,15007,,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,189,437,626,945,1311,2256
15007,15008,,3,1,9,12,0,6,0,1,0.72,0.6667,0.54,0.2985,228,460,688,1140,1380,2520
15008,15009,,3,1,9,13,0,6,0,1,0.74,0.6667,0.51,0.3582,273,434,707,1365,1302,2667
15009,15010,,3,1,9,14,0,6,0,1,0.76,0.6818,0.48,0.2836,250,404,654,1250,1212,2462
15010,15011,,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750,1535,1329,2864
15011,15012,,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680,1265,1281,2546
15012,15013,,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646,975,1353,2328
15013,15014,,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598,855,1281,2136
15014,15015,,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407,495,924,1419
15015,15016,,3,1,9,20,0,6,0,1,0.7,0.6515,0.54,0.2537,76,249,325,380,747,1127
15016,15017,,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,59,202,261,295,606,901
15017,15018,,3,1,9,22,0,6,0,1,0.62,0.6212,0.57,0.194,59,180,239,295,540,835
15018,15019,,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.194,34,137,171,170,411,581
15019,15020,,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180,170,438,608
15020,15021,,4,1,9,1,0,0,0,1,0.54,0.5152,0.52,0.3582,23,119,142,115,357,472
15021,15022,,4,1,9,2,0,0,0,1,0.52,0.5,0.48,0.2537,18,77,95,90,231,321
15022,15023,,4,1,9,3,0,0,0,1,0.48,0.4697,0.55,0.2985,13,41,54,65,123,188
15023,15024,,4,1,9,4,0,0,0,1,0.46,0.4545,0.55,0.2239,1,9,10,5,27,32
15024,15025,,4,1,9,5,0,0,0,1,0.46,0.4545,0.59,0.2537,1,5,6,5,15,20
15025,15026,,4,1,9,6,0,0,0,1,0.44,0.4394,0.62,0.2537,5,11,16,25,33,58
15026,15027,,4,1,9,7,0,0,0,1,0.46,0.4545,0.59,0.2239,9,48,57,45,144,189
15027,15028,,4,1,9,8,0,0,0,1,0.48,0.4697,0.55,0.3582,38,137,175,190,411,601
15028,15029,,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276,355,615,970
15029,15030,,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489,690,1053,1743
15030,15031,,4,1,9,11,0,0,0,1,0.56,0.5303,0.46,0.2537,186,384,570,930,1152,2082
15031,15032,,4,1,9,12,0,0,0,1,0.56,0.5303,0.43,0.1045,250,526,776,1250,1578,2828
15032,15033,,4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,257,445,702,1285,1335,2620
15033,15034,,4,1,9,14,0,0,0,1,0.6,0.6212,0.38,0.194,266,400,666,1330,1200,2530
15034,15035,,4,1,9,15,0,0,0,1,0.6,0.6212,0.33,0.2239,265,375,640,1325,1125,2450
15035,15036,,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691,1270,1311,2581
15036,15037,,4,1,9,17,0,0,0,1,0.56,0.5303,0.35,0.2985,227,496,723,1135,1488,2623
15037,15038,,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540,675,1215,1890
15038,15039,,4,1,9,19,0,0,0,1,0.52,0.5,0.42,0.1642,82,331,413,410,993,1403
15039,15040,,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252,300,576,876
15040,15041,,4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,51,145,196,255,435,690
15041,15042,,4,1,9,22,0,0,0,1,0.52,0.5,0.48,0.0,40,98,138,200,294,494
15042,15043,,4,1,9,23,0,0,0,2,0.5,0.4848,0.59,0.1045,30,70,100,150,210,360
15043,15044,,4,1,9,0,0,1,1,1,0.46,0.4545,0.63,0.194,10,54,64,50,162,212
15044,15045,,4,1,9,1,0,1,1,1,0.46,0.4545,0.67,0.1343,6,12,18,30,36,66
15045,15046,,4,1,9,2,0,1,1,2,0.46,0.4545,0.63,0.1343,0,8,8,0,24,24
15046,15047,,4,1,9,3,0,1,1,1,0.46,0.4545,0.63,0.1642,0,5,5,0,15,15
15047,15048,,4,1,9,4,0,1,1,1,0.44,0.4394,0.67,0.1045,0,8,8,0,24,24
15048,15049,,4,1,9,5,0,1,1,1,0.46,0.4545,0.63,0.0,2,35,37,10,105,115
15049,15050,,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0,6,162,168,30,486,516
15050,15051,,4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,17,513,530,85,1539,1624
15051,15052,,4,1,9,8,0,1,1,1,0.5,0.4848,0.55,0.194,31,719,750,155,2157,2312
15052,15053,,4,1,9,9,0,1,1,1,0.52,0.5,0.52,0.194,42,286,328,210,858,1068
15053,15054,,4,1,9,10,0,1,1,1,0.54,0.5152,0.49,0.2239,52,146,198,260,438,698
15054,15055,,4,1,9,11,0,1,1,1,0.56,0.5303,0.37,0.194,71,167,238,355,501,856
15055,15056,,4,1,9,12,0,1,1,1,0.56,0.5303,0.35,0.2985,77,265,342,385,795,1180
15056,15057,,4,1,9,13,0,1,1,1,0.6,0.6212,0.31,0.2985,80,248,328,400,744,1144
15057,15058,,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0.0,77,226,303,385,678,1063
15058,15059,,4,1,9,15,0,1,1,1,0.6,0.6212,0.31,0.0,84,216,300,420,648,1068
15059,15060,,4,1,9,16,0,1,1,1,0.58,0.5455,0.3,0.2537,99,417,516,495,1251,1746
15060,15061,,4,1,9,17,0,1,1,1,0.58,0.5455,0.3,0.0,89,809,898,445,2427,2872
15061,15062,,4,1,9,18,0,1,1,1,0.54,0.5152,0.37,0.1642,95,758,853,475,2274,2749
15062,15063,,4,1,9,19,0,1,1,1,0.52,0.5,0.39,0.1343,56,534,590,280,1602,1882
15063,15064,,4,1,9,20,0,1,1,1,0.52,0.5,0.52,0.1045,52,380,432,260,1140,1400
15064,15065,,4,1,9,21,0,1,1,1,0.5,0.4848,0.51,0.1343,26,230,256,130,690,820
15065,15066,,4,1,9,22,0,1,1,1,0.5,0.4848,0.51,0.2239,18,154,172,90,462,552
15066,15067,,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94,55,249,304
15067,15068,,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,8,56,64,40,168,208
15068,15069,,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,2,11,13,10,33,43
15069,15070,,4,1,9,2,0,2,1,1,0.42,0.4242,0.77,0.1343,5,9,14,25,27,52
15070,15071,,4,1,9,3,0,2,1,1,0.42,0.4242,0.71,0.0896,2,3,5,10,9,19
15071,15072,,4,1,9,4,0,2,1,1,0.42,0.4242,0.71,0.1343,2,7,9,10,21,31
15072,15073,,4,1,9,5,0,2,1,1,0.42,0.4242,0.77,0.0896,1,46,47,5,138,143
15073,15074,,4,1,9,6,0,2,1,1,0.44,0.4394,0.77,0.2239,5,189,194,25,567,592
15074,15075,,4,1,9,7,0,2,1,1,0.44,0.4394,0.77,0.194,17,539,556,85,1617,1702
15075,15076,,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805,205,2292,2497
15076,15077,,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409,140,1143,1283
15077,15078,,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,45,125,170,225,375,600
15078,15079,,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218,315,465,780
15079,15080,,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836,69,233,302,345,699,1044
15080,15081,,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,48,257,305,240,771,1011
15081,15082,,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293,400,639,1039
15082,15083,,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303,280,741,1021
15083,15084,,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,59,436,495,295,1308,1603
15084,15085,,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,107,860,967,535,2580,3115
15085,15086,,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822,320,2274,2594
15086,15087,,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539,245,1470,1715
15087,15088,,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425,185,1164,1349
15088,15089,,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297,170,789,959
15089,15090,,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,14,174,188,70,522,592
15090,15091,,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98,45,267,312
15091,15092,,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40,30,102,132
15092,15093,,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29,50,57,107
15093,15094,,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17,10,45,55
15094,15095,,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10,20,18,38
15095,15096,,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14,10,36,46
15096,15097,,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36,5,105,110
15097,15098,,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182,15,537,552
15098,15099,,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532,45,1569,1614
15099,15100,,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838,150,2424,2574
15100,15101,,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334,135,921,1056
15101,15102,,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185,145,468,613
15102,15103,,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227,230,543,773
15103,15104,,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316,280,780,1060
15104,15105,,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340,335,819,1154
15105,15106,,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277,300,651,951
15106,15107,,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300,345,693,1038
15107,15108,,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468,355,1191,1546
15108,15109,,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953,385,2628,3013
15109,15110,,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884,345,2445,2790
15110,15111,,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627,190,1767,1957
15111,15112,,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434,225,1167,1392
15112,15113,,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360,160,984,1144
15113,15114,,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215,105,582,687
15114,15115,,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115,65,306,371
15115,15116,,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65,25,180,205
15116,15117,,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21,25,48,73
15117,15118,,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16,15,39,54
15118,15119,,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,0,7,7,0,21,21
15119,15120,,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8,10,18,28
15120,15121,,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,2,64,66,10,192,202
15121,15122,,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169,25,492,517
15122,15123,,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,12,546,558,60,1638,1698
15123,15124,,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794,100,2322,2422
15124,15125,,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335,150,915,1065
15125,15126,,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208,200,504,704
15126,15127,,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294,335,681,1016
15127,15128,,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335,315,816,1131
15128,15129,,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326,305,795,1100
15129,15130,,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258,220,642,862
15130,15131,,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296,205,765,970
15131,15132,,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472,365,1197,1562
15132,15133,,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905,435,2454,2889
15133,15134,,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899,385,2466,2851
15134,15135,,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559,240,1533,1773
15135,15136,,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457,225,1236,1461
15136,15137,,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,90,705,795
15137,15138,,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47,10,135,145
15138,15139,,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45,5,132,137
15139,15140,,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,10,45,55
15140,15141,,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13,0,39,39
15141,15142,,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10,5,27,32
15142,15143,,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7,0,21,21
15143,15144,,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12,10,30,40
15144,15145,,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38,5,111,116
15145,15146,,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138,10,408,418
15146,15147,,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394,50,1152,1202
15147,15148,,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,155,2022,2177
15148,15149,,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426,135,1197,1332
15149,15150,,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245,255,582,837
15150,15151,,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361,545,756,1301
15151,15152,,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380,470,858,1328
15152,15153,,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410,530,912,1442
15153,15154,,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399,525,882,1407
15154,15155,,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392,520,864,1384
15155,15156,,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502,415,1257,1672
15156,15157,,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808,505,2121,2626
15157,15158,,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667,290,1827,2117
15158,15159,,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508,190,1410,1600
15159,15160,,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336,160,912,1072
15160,15161,,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237,160,615,775
15161,15162,,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220,150,570,720
15162,15163,,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190,130,492,622
15163,15164,,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149,75,402,477
15164,15165,,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101,60,267,327
15165,15166,,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92,60,240,300
15166,15167,,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29,20,75,95
15167,15168,,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14,30,24,54
15168,15169,,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15,10,39,49
15169,15170,,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,20,99,119
15170,15171,,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73,60,183,243
15171,15172,,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211,185,522,707
15172,15173,,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,345,789,1134
15173,15174,,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472,670,1014,1684
15174,15175,,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663,1085,1338,2423
15175,15176,,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682,955,1473,2428
15176,15177,,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,1165,1359,2524
15177,15178,,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750,1510,1344,2854
15178,15179,,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727,1355,1368,2723
15179,15180,,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722,1375,1341,2716
15180,15181,,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712,1280,1368,2648
15181,15182,,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594,870,1260,2130
15182,15183,,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470,595,1053,1648
15183,15184,,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315,440,681,1121
15184,15185,,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292,365,657,1022
15185,15186,,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221,240,519,759
15186,15187,,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196,175,483,658
15187,15188,,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147,175,336,511
15188,15189,,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116,155,255,410
15189,15190,,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92,105,213,318
15190,15191,,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58,85,123,208
15191,15192,,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7,5,18,23
15192,15193,,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10,5,27,32
15193,15194,,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22,10,60,70
15194,15195,,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57,70,129,199
15195,15196,,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,90,378,468
15196,15197,,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,370,633,1003
15197,15198,,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,800,957,1757
15198,15199,,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,1110,1107,2217
15199,15200,,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,1030,1422,2452
15200,15201,,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,900,1242,2142
15201,15202,,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,1040,1212,2252
15202,15203,,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,1150,1257,2407
15203,15204,,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,1010,1338,2348
15204,15205,,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,975,1140,2115
15205,15206,,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,455,930,1385
15206,15207,,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,170,669,839
15207,15208,,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,155,489,644
15208,15209,,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123,95,312,407
15209,15210,,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91,75,228,303
15210,15211,,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,40,147,187
15211,15212,,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,30,117,147
15212,15213,,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,25,39,64
15213,15214,,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12,30,18,48
15214,15215,,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7,5,18,23
15215,15216,,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,0,30,30
15216,15217,,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,2,34,36,10,102,112
15217,15218,,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,40,441,481
15218,15219,,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,65,1410,1475
15219,15220,,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,200,2232,2432
15220,15221,,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,26,314,340,130,942,1072
15221,15222,,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,44,135,179,220,405,625
15222,15223,,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,76,196,272,380,588,968
15223,15224,,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,305,786,1091
15224,15225,,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,400,675,1075
15225,15226,,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,255,579,834
15226,15227,,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,475,702,1177
15227,15228,,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,255,1224,1479
15228,15229,,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,325,2373,2698
15229,15230,,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,210,1713,1923
15230,15231,,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,165,1449,1614
15231,15232,,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262,55,753,808
15232,15233,,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,65,615,680
15233,15234,,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,85,570,655
15234,15235,,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,17,88,105,85,264,349
15235,15236,,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,1,30,31,5,90,95
15236,15237,,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11,0,33,33
15237,15238,,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2,0,6,6
15238,15239,,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,1,4,5,5,12,17
15239,15240,,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10,10,24,34
15240,15241,,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43,5,126,131
15241,15242,,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179,15,528,543
15242,15243,,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260,20,768,788
15243,15244,,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134,30,384,414
